@relation Store18_Dept92-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute Store numeric
@attribute Dept numeric
@attribute Date date yyyy-MM-dd
@attribute Weekly_Sales numeric
@attribute IsHoliday {FALSE,TRUE}
@attribute Temperature numeric
@attribute Fuel_Price numeric
@attribute MarkDown1 numeric
@attribute MarkDown2 numeric
@attribute MarkDown3 numeric
@attribute MarkDown4 numeric
@attribute MarkDown5 numeric
@attribute CPI numeric
@attribute Unemployment numeric

@data
18,92,2011-12-23,80639.97,FALSE,35.78,3.413,159.95,12.79,2083.28,71.51,2131.65,136.588387,8.471
18,92,2012-10-26,79880.45,FALSE,56.09,3.917,5430.61,128.31,50,822.64,969.64,138.728161,8.243
18,92,2012-10-05,79346.7,FALSE,59.68,4.027,6366.36,4723.450238,27.33,3667.31,3573.44,138.8256,8.243
18,92,2012-09-07,78926.53,TRUE,71.85,3.921,5817.03,3,99.56,346.88,4664.82,138.472936,8.535
18,92,2011-12-09,76033.26,FALSE,42.36,3.47,5128.67,10.5,659.34,2773.46,6374.67,136.503067,8.471
18,92,2012-04-06,73845.5,FALSE,43.8,3.957,7879.75,4723.450238,43.89,3186.17,5337.91,137.797097,8.304
18,92,2012-10-12,73485.1,FALSE,50.97,4.029,2241.19,4723.450238,30.08,901.32,3592.56,138.9117,8.243
18,92,2011-11-11,73318.54,FALSE,45.69,3.57,15992.53,14793.25,213.79,2921.6,3231.9,136.461807,8.471
18,92,2012-06-08,72535.61,FALSE,59.1,3.746,9422.6,218,32.42,427.69,6113.61,138.117419,8.304
18,92,2012-03-09,72427.04,FALSE,38.1,3.876,7410.18,368.19,25.46,1852.39,2332.07,137.50669,8.075
18,92,2011-12-16,71124.34,FALSE,35.52,3.445,3332.41,2.65,882.11,1350.2,2932.75,136.533516,8.471
18,92,2012-02-03,70483.79,FALSE,37.62,3.633,19499.87,3227,424.44,43570.91,3158.83,137.063258,8.075
18,92,2011-11-18,70147.22,FALSE,47.88,3.571,5223.35,1781.71,182.6,1170.74,4346.68,136.466667,8.471
