@relation Store18_Dept13-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute Store numeric
@attribute Dept numeric
@attribute Date date yyyy-MM-dd
@attribute Weekly_Sales numeric
@attribute IsHoliday {FALSE,TRUE}
@attribute Temperature numeric
@attribute Fuel_Price numeric
@attribute MarkDown1 numeric
@attribute MarkDown2 numeric
@attribute MarkDown3 numeric
@attribute MarkDown4 numeric
@attribute MarkDown5 numeric
@attribute CPI numeric
@attribute Unemployment numeric

@data
18,13,2010-02-05,48324.54,FALSE,21.33,2.788,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,131.527903,9.202
18,13,2010-02-12,45093.55,TRUE,26.41,2.771,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,131.586613,9.202
18,13,2010-02-19,43825.87,FALSE,30.91,2.747,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,131.637,9.202
18,13,2010-02-26,45534.82,FALSE,35.42,2.753,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,131.686,9.202
18,13,2010-03-05,48847.84,FALSE,37.17,2.766,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,131.735,9.202
18,13,2010-03-12,45134.75,FALSE,42.39,2.805,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,131.784,9.202
18,13,2010-03-19,45229.72,FALSE,45.42,2.834,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,131.82429,9.202
18,13,2010-03-26,41369.71,FALSE,47.55,2.831,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,131.863129,9.202
18,13,2010-04-02,44791.35,FALSE,45.63,2.826,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,131.901968,9.269
18,13,2010-04-09,42937.66,FALSE,59.91,2.849,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,131.940807,9.269
18,13,2010-04-16,45270.08,FALSE,50.26,2.885,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,131.9809,9.269
18,13,2010-04-23,45996.69,FALSE,50.3,2.895,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.022667,9.269
18,13,2010-04-30,43053.58,FALSE,51.12,2.935,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.064433,9.269
18,13,2010-05-07,47681.03,FALSE,65.64,2.981,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.1062,9.269
18,13,2010-05-14,40904.43,FALSE,49.9,2.983,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.152129,9.269
18,13,2010-05-21,41121.03,FALSE,60.27,2.961,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.223032,9.269
18,13,2010-05-28,46282,FALSE,69.12,2.906,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.293936,9.269
18,13,2010-06-04,48193.36,FALSE,70.28,2.857,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.364839,9.269
18,13,2010-06-11,46191.81,FALSE,64.08,2.83,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.435742,9.269
18,13,2010-06-18,46977.72,FALSE,65.96,2.805,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.473333,9.269
18,13,2010-06-25,44377.94,FALSE,74.04,2.81,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.4976,9.269
18,13,2010-07-02,48110.08,FALSE,71.22,2.815,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.521867,9.342
18,13,2010-07-09,43904.77,FALSE,79.75,2.806,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.546133,9.342
18,13,2010-07-16,47386.89,FALSE,76.9,2.796,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.566774,9.342
18,13,2010-07-23,44521.04,FALSE,75.71,2.784,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.582581,9.342
18,13,2010-07-30,46126.43,FALSE,75.79,2.792,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.598387,9.342
18,13,2010-08-06,47723.88,FALSE,73.67,2.792,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.614194,9.342
18,13,2010-08-13,43941.38,FALSE,74.19,2.81,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.63,9.342
18,13,2010-08-20,48927.42,FALSE,71.76,2.796,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.661613,9.342
18,13,2010-08-27,52276.91,FALSE,67.05,2.77,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.693226,9.342
18,13,2010-09-03,53768.55,FALSE,75.42,2.735,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.724839,9.342
18,13,2010-09-10,47576.14,TRUE,67.09,2.717,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.756452,9.342
18,13,2010-09-17,45900.62,FALSE,60.94,2.716,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.767067,9.342
18,13,2010-09-24,46826.41,FALSE,64.82,2.718,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.761933,9.342
18,13,2010-10-01,45222.91,FALSE,67.76,2.717,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.7568,9.331
18,13,2010-10-08,49304.72,FALSE,54.73,2.776,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.751667,9.331
18,13,2010-10-15,46026.02,FALSE,52.02,2.878,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.763355,9.331
18,13,2010-10-22,44492.77,FALSE,47.12,2.919,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.817097,9.331
18,13,2010-10-29,42935.47,FALSE,55.85,2.938,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.870839,9.331
18,13,2010-11-05,46257.96,FALSE,42.05,2.938,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.924581,9.331
18,13,2010-11-12,45563.81,FALSE,43.17,2.961,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.978323,9.331
18,13,2010-11-19,43972.25,FALSE,45.26,3.03,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.9172,9.331
18,13,2010-11-26,39117.94,TRUE,40.81,3.07,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.836933,9.331
18,13,2010-12-03,41357.87,FALSE,37.09,3.065,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.756667,9.331
18,13,2010-12-10,41017.65,FALSE,25.64,3.132,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.6764,9.331
18,13,2010-12-17,38595.67,FALSE,27.4,3.139,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.680452,9.331
18,13,2010-12-24,39677.62,FALSE,28.16,3.15,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.747742,9.331
18,13,2010-12-31,35467,TRUE,26.1,3.177,8652.40549,4723.450238,1658.493958,3970.58,3607.351373,132.815032,9.331
