@relation Store5_Dept12-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute Store numeric
@attribute Dept numeric
@attribute Date date yyyy-MM-dd
@attribute Weekly_Sales numeric
@attribute IsHoliday {FALSE,TRUE}
@attribute Temperature numeric
@attribute Fuel_Price numeric
@attribute MarkDown1 numeric
@attribute MarkDown2 numeric
@attribute MarkDown3 numeric
@attribute MarkDown4 numeric
@attribute MarkDown5 numeric
@attribute CPI numeric
@attribute Unemployment numeric

@data
5,12,2010-02-05,2138.59,FALSE,39.7,2.572,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.653972,6.566
5,12,2010-02-12,1942.46,TRUE,39.81,2.548,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.80047,6.566
5,12,2010-02-19,2189.75,FALSE,41.14,2.514,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.847128,6.566
5,12,2010-02-26,2294.15,FALSE,46.7,2.561,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.877147,6.566
5,12,2010-03-05,2601.29,FALSE,48.89,2.625,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.907165,6.566
5,12,2010-03-12,2674.13,FALSE,58.5,2.667,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.937184,6.566
5,12,2010-03-19,2919.54,FALSE,55.46,2.72,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.770897,6.566
5,12,2010-03-26,2180.81,FALSE,52.47,2.732,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.571893,6.566
5,12,2010-04-02,2863.53,FALSE,63.18,2.719,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.372888,6.465
5,12,2010-04-09,2057.45,FALSE,65.19,2.77,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.173884,6.465
5,12,2010-04-16,2534.55,FALSE,65.3,2.808,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.038853,6.465
5,12,2010-04-23,2438.99,FALSE,65.13,2.795,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,210.98912,6.465
5,12,2010-04-30,2646.18,FALSE,67.53,2.78,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,210.939388,6.465
5,12,2010-05-07,2574.26,FALSE,71.53,2.835,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,210.889656,6.465
5,12,2010-05-14,2204.59,FALSE,74.79,2.854,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,210.887277,6.465
5,12,2010-05-21,2394.02,FALSE,75.2,2.826,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.169023,6.465
5,12,2010-05-28,2864.73,FALSE,79.81,2.759,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.450769,6.465
5,12,2010-06-04,2982.51,FALSE,79.54,2.705,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.732515,6.465
