@relation Store5_Dept13-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute Store numeric
@attribute Dept numeric
@attribute Date date yyyy-MM-dd
@attribute Weekly_Sales numeric
@attribute IsHoliday {FALSE,TRUE}
@attribute Temperature numeric
@attribute Fuel_Price numeric
@attribute MarkDown1 numeric
@attribute MarkDown2 numeric
@attribute MarkDown3 numeric
@attribute MarkDown4 numeric
@attribute MarkDown5 numeric
@attribute CPI numeric
@attribute Unemployment numeric

@data
5,13,2010-02-05,11468.24,FALSE,39.7,2.572,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.653972,6.566
5,13,2010-02-12,10153.08,TRUE,39.81,2.548,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.80047,6.566
5,13,2010-02-19,10754.05,FALSE,41.14,2.514,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.847128,6.566
5,13,2010-02-26,9922.82,FALSE,46.7,2.561,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.877147,6.566
5,13,2010-03-05,11615.79,FALSE,48.89,2.625,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.907165,6.566
5,13,2010-03-12,10599.28,FALSE,58.5,2.667,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.937184,6.566
5,13,2010-03-19,10511.17,FALSE,55.46,2.72,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.770897,6.566
5,13,2010-03-26,10435.46,FALSE,52.47,2.732,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.571893,6.566
5,13,2010-04-02,12187.33,FALSE,63.18,2.719,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.372888,6.465
5,13,2010-04-09,11332.06,FALSE,65.19,2.77,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.173884,6.465
5,13,2010-04-16,12093.72,FALSE,65.3,2.808,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.038853,6.465
5,13,2010-04-23,11080.76,FALSE,65.13,2.795,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,210.98912,6.465
5,13,2010-04-30,11120.73,FALSE,67.53,2.78,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,210.939388,6.465
5,13,2010-05-07,12892.04,FALSE,71.53,2.835,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,210.889656,6.465
5,13,2010-05-14,10482.8,FALSE,74.79,2.854,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,210.887277,6.465
5,13,2010-05-21,12420.08,FALSE,75.2,2.826,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.169023,6.465
5,13,2010-05-28,11329.75,FALSE,79.81,2.759,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.450769,6.465
5,13,2010-06-04,13675.62,FALSE,79.54,2.705,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.732515,6.465
5,13,2010-06-11,10954.94,FALSE,80.7,2.668,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,212.014261,6.465
5,13,2010-06-18,11835.7,FALSE,83.91,2.637,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,212.011977,6.465
5,13,2010-06-25,10996.16,FALSE,83.72,2.653,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.896082,6.465
5,13,2010-07-02,11805.9,FALSE,81.25,2.669,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.780186,6.496
5,13,2010-07-09,12127.5,FALSE,81.14,2.642,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.664291,6.496
5,13,2010-07-16,10949.64,FALSE,83.98,2.623,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.656112,6.496
5,13,2010-07-23,11295.21,FALSE,83.66,2.608,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.791557,6.496
5,13,2010-07-30,11362.49,FALSE,82.46,2.64,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.927001,6.496
5,13,2010-08-06,13004.88,FALSE,86.1,2.627,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,212.062445,6.496
5,13,2010-08-13,11186.95,FALSE,87.41,2.692,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,212.197889,6.496
5,13,2010-08-20,11424.72,FALSE,87.71,2.664,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,212.160898,6.496
5,13,2010-08-27,11790.76,FALSE,87.05,2.619,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,212.123908,6.496
5,13,2010-09-03,13125.65,FALSE,84.06,2.577,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,212.086918,6.496
5,13,2010-09-10,11788.56,TRUE,79.86,2.565,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,212.049927,6.496
5,13,2010-09-17,11980.98,FALSE,82.28,2.582,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,212.076935,6.496
5,13,2010-09-24,11043.87,FALSE,78.53,2.624,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,212.15194,6.496
5,13,2010-10-01,11668.41,FALSE,71.1,2.603,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,212.226946,6.768
5,13,2010-10-08,11106.33,FALSE,64.99,2.633,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,212.301952,6.768
5,13,2010-10-15,11132.38,FALSE,68.11,2.72,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,212.369187,6.768
5,13,2010-10-22,11380.9,FALSE,70.96,2.725,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,212.416993,6.768
5,13,2010-10-29,11352.97,FALSE,70.58,2.716,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,212.464799,6.768
5,13,2010-11-05,12585.12,FALSE,58.88,2.689,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,212.512605,6.768
5,13,2010-11-12,11516.1,FALSE,62.37,2.728,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,212.560411,6.768
5,13,2010-11-19,11007.99,FALSE,52.52,2.771,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,212.445487,6.768
5,13,2010-11-26,10737.35,TRUE,66.15,2.735,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,212.303441,6.768
5,13,2010-12-03,10632.91,FALSE,51.31,2.708,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,212.161395,6.768
5,13,2010-12-10,10179.96,FALSE,48.27,2.843,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,212.019349,6.768
5,13,2010-12-17,10128.93,FALSE,51.61,2.869,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.958082,6.768
5,13,2010-12-24,10392.16,FALSE,55.01,2.886,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.957398,6.768
5,13,2010-12-31,11081.64,TRUE,49.79,2.943,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.956714,6.768
5,13,2011-01-07,11119.43,FALSE,48.3,2.976,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,211.956031,6.634
5,13,2011-01-14,10180.59,FALSE,37.74,2.983,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,212.008514,6.634
5,13,2011-01-21,10664.27,FALSE,45.41,3.016,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,212.380001,6.634
5,13,2011-01-28,10347.47,FALSE,44.5,3.01,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,212.751488,6.634
5,13,2011-02-04,10864.34,FALSE,41.67,2.989,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,213.122976,6.634
5,13,2011-02-11,10402.12,TRUE,38.25,3.022,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,213.494463,6.634
5,13,2011-02-18,10788.53,FALSE,58.83,3.045,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,213.80683,6.634
5,13,2011-02-25,10446.21,FALSE,63.35,3.065,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,214.09555,6.634
5,13,2011-03-04,12039.93,FALSE,60.35,3.288,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,214.38427,6.634
5,13,2011-03-11,10424.66,FALSE,55.74,3.459,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,214.67299,6.634
5,13,2011-03-18,11127.81,FALSE,64.31,3.488,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,214.925734,6.634
5,13,2011-03-25,10741.67,FALSE,70.71,3.473,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,215.164087,6.634
5,13,2011-04-01,11265.32,FALSE,61.5,3.524,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,215.402441,6.489
5,13,2011-04-08,11252.54,FALSE,69.64,3.622,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,215.640794,6.489
5,13,2011-04-15,11462.38,FALSE,72.02,3.743,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,215.859267,6.489
5,13,2011-04-22,10976.1,FALSE,74.34,3.807,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,216.028041,6.489
5,13,2011-04-29,11008.29,FALSE,74.75,3.81,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,216.196814,6.489
5,13,2011-05-06,11341.78,FALSE,66.27,3.906,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,216.365588,6.489
5,13,2011-05-13,11097.61,FALSE,77.38,3.899,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,216.534361,6.489
5,13,2011-05-20,11057.75,FALSE,71.37,3.907,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,216.302385,6.489
5,13,2011-05-27,11484.49,FALSE,80.14,3.786,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,216.070408,6.489
5,13,2011-06-03,12444.98,FALSE,83.81,3.699,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,215.838432,6.489
5,13,2011-06-10,10965.13,FALSE,83.61,3.648,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,215.606456,6.489
5,13,2011-06-17,10537.44,FALSE,86.84,3.637,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,215.560463,6.489
5,13,2011-06-24,10904.67,FALSE,84.76,3.594,3016.536471,1121.761081,736.758605,1149.916122,2549.416863,215.653958,6.489
