@relation Store3_Dept11-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute Store numeric
@attribute Dept numeric
@attribute Date date yyyy-MM-dd
@attribute Weekly_Sales numeric
@attribute IsHoliday {FALSE,TRUE}
@attribute Temperature numeric
@attribute Fuel_Price numeric
@attribute MarkDown1 numeric
@attribute MarkDown2 numeric
@attribute MarkDown3 numeric
@attribute MarkDown4 numeric
@attribute MarkDown5 numeric
@attribute CPI numeric
@attribute Unemployment numeric

@data
3,11,2010-02-05,4893.73,FALSE,45.71,2.572,3082.489216,1057.957692,911.895682,921.385306,1263.491765,214.424881,7.368
3,11,2010-02-12,4987.86,TRUE,47.93,2.548,3082.489216,1057.957692,911.895682,921.385306,1263.491765,214.574792,7.368
3,11,2010-02-19,5528.31,FALSE,47.07,2.514,3082.489216,1057.957692,911.895682,921.385306,1263.491765,214.619887,7.368
3,11,2010-02-26,4613.46,FALSE,52.05,2.561,3082.489216,1057.957692,911.895682,921.385306,1263.491765,214.647513,7.368
3,11,2010-03-05,5830.56,FALSE,53.04,2.625,3082.489216,1057.957692,911.895682,921.385306,1263.491765,214.675139,7.368
3,11,2010-03-12,5755.19,FALSE,63.08,2.667,3082.489216,1057.957692,911.895682,921.385306,1263.491765,214.702765,7.368
3,11,2010-03-19,5881.48,FALSE,60.42,2.72,3082.489216,1057.957692,911.895682,921.385306,1263.491765,214.530122,7.368
3,11,2010-03-26,4594.24,FALSE,57.06,2.732,3082.489216,1057.957692,911.895682,921.385306,1263.491765,214.324101,7.368
3,11,2010-04-02,6308.37,FALSE,65.56,2.719,3082.489216,1057.957692,911.895682,921.385306,1263.491765,214.11808,7.343
3,11,2010-04-09,7565.72,FALSE,68,2.77,3082.489216,1057.957692,911.895682,921.385306,1263.491765,213.91206,7.343
3,11,2010-04-16,6006.66,FALSE,66.98,2.808,3082.489216,1057.957692,911.895682,921.385306,1263.491765,213.772689,7.343
3,11,2010-04-23,4880.17,FALSE,67.87,2.795,3082.489216,1057.957692,911.895682,921.385306,1263.491765,213.722185,7.343
3,11,2010-04-30,7422.42,FALSE,70.24,2.78,3082.489216,1057.957692,911.895682,921.385306,1263.491765,213.671682,7.343
3,11,2010-05-07,10218.34,FALSE,73.47,2.835,3082.489216,1057.957692,911.895682,921.385306,1263.491765,213.621178,7.343
3,11,2010-05-14,8240,FALSE,77.18,2.854,3082.489216,1057.957692,911.895682,921.385306,1263.491765,213.619614,7.343
3,11,2010-05-21,6523.94,FALSE,75.81,2.826,3082.489216,1057.957692,911.895682,921.385306,1263.491765,213.911689,7.343
3,11,2010-05-28,6949.07,FALSE,78.6,2.759,3082.489216,1057.957692,911.895682,921.385306,1263.491765,214.203763,7.343
3,11,2010-06-04,10880.4,FALSE,78.53,2.705,3082.489216,1057.957692,911.895682,921.385306,1263.491765,214.495838,7.343
