@relation Store20_Dept92-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute Store numeric
@attribute Dept numeric
@attribute Date date yyyy-MM-dd
@attribute Weekly_Sales numeric
@attribute IsHoliday {FALSE,TRUE}
@attribute Temperature numeric
@attribute Fuel_Price numeric
@attribute MarkDown1 numeric
@attribute MarkDown2 numeric
@attribute MarkDown3 numeric
@attribute MarkDown4 numeric
@attribute MarkDown5 numeric
@attribute CPI numeric
@attribute Unemployment numeric

@data
20,92,2011-12-23,220321.48,FALSE,40.19,3.389,1483.17,80.15,2145.46,38.97,4180.29,212.23604,7.082
20,92,2011-12-16,210877.54,FALSE,37.16,3.413,5488.56,217.03,1776.71,466.19,4535.27,212.068504,7.082
20,92,2012-04-06,209579.58,FALSE,50.06,3.996,8408.31,12.57,50.79,4289.46,7382.25,214.238705,7.139
20,92,2012-02-10,205200.1,TRUE,33.47,3.64,9804,13171.55,132.42,16864.33,7535.63,213.118614,6.961
20,92,2010-12-24,199674.33,FALSE,25.17,3.141,11252.257451,5768.852,2736.6882,5423.510392,6053.944118,204.637673,7.484
20,92,2011-11-11,199274.47,FALSE,47.27,3.53,34348.14,11652.84,549.25,9606.11,5472.37,210.98102,7.082
20,92,2011-12-09,198053.83,FALSE,41.64,3.415,9458.19,81.5,791.04,5254.23,11447.14,211.866786,7.082
20,92,2012-01-13,197649.89,FALSE,37.79,3.513,3627.81,18632.14,108.48,847.7,3614.04,212.738649,6.961
20,92,2010-12-10,197374.95,FALSE,24.27,3.109,11252.257451,5768.852,2736.6882,5423.510392,6053.944118,204.687738,7.484
20,92,2011-11-18,196839.2,FALSE,49.3,3.53,4817.96,1673.96,658.55,1043.37,6545.16,211.184721,7.082
20,92,2010-02-05,195223.84,FALSE,25.92,2.784,11252.257451,5768.852,2736.6882,5423.510392,6053.944118,204.247194,8.187
20,92,2012-03-09,194731.86,FALSE,41.14,3.848,10686.42,750.14,3.67,3867.16,3518.62,213.871114,6.961
20,92,2012-08-10,194032.48,FALSE,75.4,3.722,16845.14,156.18,12.47,6921.28,6346.44,214.74846,7.28
20,92,2012-07-13,191882.2,FALSE,78.27,3.523,8679.19,99.7,22.34,4960.49,7877.54,214.728027,7.28
20,92,2012-10-12,191136.1,FALSE,47.2,4,2449.31,5768.852,35.08,1019.9,9743.56,216.115057,7.293
20,92,2011-01-14,190728.6,FALSE,20.39,3.205,11252.257451,5768.852,2736.6882,5423.510392,6053.944118,204.702604,7.343
20,92,2010-12-17,190354.16,FALSE,24.07,3.14,11252.257451,5768.852,2736.6882,5423.510392,6053.944118,204.632119,7.484
20,92,2011-02-04,189494.49,FALSE,28.58,3.231,11252.257451,5768.852,2736.6882,5423.510392,6053.944118,205.732941,7.343
20,92,2011-11-25,189038.14,TRUE,46.38,3.492,335.66,80,101378.79,64.46,2251.98,211.412076,7.082
20,92,2012-06-08,188978.51,FALSE,62.01,3.689,8353.32,516.6,46.76,2073.77,7774.31,214.552713,7.139
20,92,2011-10-07,187148.37,FALSE,52.42,3.583,11252.257451,5768.852,2736.6882,5423.510392,6053.944118,210.11706,7.082
20,92,2012-10-05,187027.05,FALSE,60.77,3.985,5800.66,5768.852,33.68,4286.15,3224.25,215.925887,7.293
20,92,2012-09-14,186759.11,FALSE,64.84,3.948,10404.97,5768.852,40.11,1481.31,8655.59,215.358376,7.28
20,92,2011-11-04,186064.73,FALSE,43.88,3.551,11252.257451,5768.852,2736.6882,5423.510392,6053.944118,210.836455,7.082
20,92,2012-02-17,185462.81,FALSE,31.11,3.695,27400.95,19179.87,10.5,11087.4,10204.37,213.273211,6.961
20,92,2012-05-11,184633.98,FALSE,63.19,3.889,17598.62,5768.852,19.51,2889.48,3242.44,214.53191,7.139
20,92,2012-01-20,183870.7,FALSE,27.65,3.533,2465.98,5030.4,106.54,999.54,3380.92,212.83364,6.961
20,92,2012-02-03,183393.93,FALSE,39.93,3.617,58928.52,8766.77,226.27,53603.99,8301.25,213.023623,6.961
